epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,992.964,1.01478,0.6705,1.17043,0.92672,0.80627,0.89074,0.66958,0.96266,0.61264,1.14631,0.00085645,0.00085645,0.00085645
60,1009.87,1.01733,0.67464,1.16982,0.92266,0.80251,0.8889,0.66635,0.95138,0.61716,1.14701,0.000853975,0.000853975,0.000853975
61,1027.12,0.98829,0.65842,1.14873,0.93329,0.81755,0.894,0.67474,0.93888,0.60428,1.13735,0.0008515,0.0008515,0.0008515
62,1044.01,1.00092,0.66008,1.16153,0.93075,0.81755,0.89646,0.67829,0.94146,0.60006,1.13719,0.000849025,0.000849025,0.000849025
63,1061.11,1.00523,0.65778,1.15609,0.94012,0.81707,0.90009,0.67696,0.94496,0.60658,1.14465,0.00084655,0.00084655,0.00084655
64,1077.9,0.96417,0.63373,1.1361,0.91742,0.82194,0.89838,0.6733,0.94249,0.58915,1.13421,0.000844075,0.000844075,0.000844075
65,1094.5,0.99858,0.64922,1.14323,0.93376,0.81311,0.89642,0.67542,0.94937,0.58932,1.14899,0.0008416,0.0008416,0.0008416
66,1111.53,0.98005,0.65472,1.15448,0.93234,0.82069,0.89507,0.67932,0.94043,0.58678,1.14013,0.000839125,0.000839125,0.000839125
67,1127.94,0.96767,0.641,1.13999,0.92325,0.81254,0.89101,0.67524,0.9408,0.59221,1.13998,0.00083665,0.00083665,0.00083665
68,1145.07,0.97024,0.63964,1.13454,0.94533,0.79561,0.89605,0.6775,0.94041,0.59628,1.13291,0.000834175,0.000834175,0.000834175
69,1161.96,0.96291,0.63867,1.14838,0.94203,0.80482,0.89634,0.67572,0.94743,0.5931,1.13852,0.0008317,0.0008317,0.0008317
70,1179.24,0.97251,0.62914,1.12708,0.93404,0.81676,0.90266,0.68469,0.93473,0.57914,1.13731,0.000829225,0.000829225,0.000829225
71,1195.74,0.95838,0.62556,1.13832,0.92748,0.82194,0.89756,0.67878,0.93184,0.58613,1.13365,0.00082675,0.00082675,0.00082675
72,1212.9,0.97093,0.64091,1.14441,0.92849,0.82069,0.89873,0.67432,0.95484,0.59239,1.14263,0.000824275,0.000824275,0.000824275
73,1229.72,0.98329,0.64435,1.14568,0.93902,0.8163,0.89955,0.68078,0.94514,0.58501,1.1358,0.0008218,0.0008218,0.0008218
74,1246.53,0.96718,0.63092,1.14053,0.94021,0.81379,0.90022,0.68593,0.92751,0.57742,1.13703,0.000819325,0.000819325,0.000819325
75,1263.33,0.96641,0.63572,1.13469,0.92163,0.82194,0.89479,0.67117,0.94847,0.59367,1.13697,0.00081685,0.00081685,0.00081685
76,1280.01,0.99031,0.645,1.15125,0.92942,0.8232,0.89898,0.68626,0.91743,0.58881,1.11586,0.000814375,0.000814375,0.000814375
77,1296.95,0.95339,0.62379,1.12868,0.93722,0.81423,0.89956,0.67824,0.93875,0.584,1.1313,0.0008119,0.0008119,0.0008119
78,1313.65,0.98649,0.648,1.14648,0.92921,0.83115,0.90185,0.68502,0.91896,0.57012,1.12089,0.000809425,0.000809425,0.000809425
79,1330.32,0.96328,0.62391,1.13193,0.94444,0.82057,0.90408,0.68757,0.91929,0.56977,1.11804,0.00080695,0.00080695,0.00080695
80,1346.89,0.94672,0.61242,1.11878,0.9402,0.81814,0.89988,0.68702,0.9302,0.57532,1.12027,0.000804475,0.000804475,0.000804475
81,1365.82,0.96939,0.61538,1.12289,0.9372,0.82336,0.89837,0.68347,0.9208,0.57679,1.12383,0.000802,0.000802,0.000802
82,1382.36,0.95629,0.61926,1.11938,0.94911,0.80677,0.89515,0.67803,0.92963,0.58075,1.13045,0.000799525,0.000799525,0.000799525
83,1398.95,0.92415,0.59936,1.114,0.93803,0.81622,0.89855,0.67773,0.92707,0.58881,1.12608,0.00079705,0.00079705,0.00079705
84,1415.6,0.95589,0.62106,1.13798,0.92435,0.82194,0.89847,0.68332,0.92959,0.58801,1.1264,0.000794575,0.000794575,0.000794575
85,1435.57,0.95182,0.63822,1.13423,0.93077,0.82508,0.90297,0.68757,0.90325,0.57448,1.11035,0.0007921,0.0007921,0.0007921
86,1452.28,0.95768,0.61258,1.12501,0.94046,0.8219,0.90366,0.68576,0.91425,0.56913,1.12571,0.000789625,0.000789625,0.000789625
87,1468.95,0.94459,0.61572,1.1181,0.94077,0.81659,0.89997,0.68642,0.9213,0.57533,1.12081,0.00078715,0.00078715,0.00078715
88,1489.01,0.93532,0.60977,1.11693,0.93569,0.8232,0.89936,0.68481,0.9139,0.58102,1.1208,0.000784675,0.000784675,0.000784675
89,1505.55,0.9484,0.62243,1.12212,0.93145,0.82257,0.90194,0.68788,0.91372,0.56616,1.11911,0.0007822,0.0007822,0.0007822
90,1522.43,0.9384,0.60319,1.11601,0.92652,0.83072,0.89902,0.68122,0.93591,0.57438,1.12651,0.000779725,0.000779725,0.000779725
91,1539.48,0.94043,0.61415,1.12034,0.93534,0.81818,0.90018,0.68947,0.9157,0.57442,1.11807,0.00077725,0.00077725,0.00077725
92,1556.12,0.92398,0.59864,1.1142,0.94541,0.8144,0.90175,0.68854,0.92178,0.5718,1.12458,0.000774775,0.000774775,0.000774775
93,1573.01,0.94008,0.60636,1.11257,0.9425,0.8232,0.90007,0.68911,0.91246,0.56873,1.12322,0.0007723,0.0007723,0.0007723
94,1589.46,0.94286,0.60283,1.12159,0.93216,0.83557,0.90877,0.69058,0.92053,0.56419,1.13299,0.000769825,0.000769825,0.000769825
95,1606.32,0.91868,0.5926,1.1108,0.94181,0.82188,0.90488,0.69482,0.90485,0.55915,1.11474,0.00076735,0.00076735,0.00076735
96,1622.72,0.93466,0.60496,1.11822,0.92933,0.83266,0.9041,0.6935,0.9119,0.56916,1.11997,0.000764875,0.000764875,0.000764875
97,1639.26,0.9151,0.58717,1.10405,0.93032,0.82069,0.89563,0.68586,0.90627,0.57399,1.11183,0.0007624,0.0007624,0.0007624
98,1655.67,0.93113,0.59787,1.10682,0.93996,0.83428,0.90706,0.69235,0.91654,0.55468,1.13068,0.000759925,0.000759925,0.000759925
99,1672.37,0.91249,0.5868,1.10224,0.92991,0.83323,0.90462,0.69636,0.89578,0.55593,1.10923,0.00075745,0.00075745,0.00075745
100,1689.46,0.93272,0.59674,1.11106,0.93454,0.83239,0.90437,0.69051,0.8998,0.55905,1.10816,0.000754975,0.000754975,0.000754975
101,1705.93,0.91328,0.58828,1.09431,0.93936,0.82382,0.90594,0.69614,0.9035,0.55309,1.10823,0.0007525,0.0007525,0.0007525
102,1722.31,0.90773,0.59029,1.09689,0.94114,0.82508,0.90799,0.69712,0.90058,0.54694,1.10749,0.000750025,0.000750025,0.000750025
103,1738.96,0.93178,0.5871,1.11115,0.94635,0.83511,0.91195,0.69806,0.8931,0.55063,1.10675,0.00074755,0.00074755,0.00074755
104,1755.82,0.89651,0.57477,1.09438,0.94293,0.81755,0.90569,0.69133,0.90832,0.5556,1.11612,0.000745075,0.000745075,0.000745075
105,1772.6,0.91212,0.57683,1.09878,0.94315,0.82132,0.90552,0.69666,0.92076,0.57268,1.12368,0.0007426,0.0007426,0.0007426
106,1789.07,0.91772,0.59085,1.10982,0.93515,0.83179,0.90574,0.69464,0.89749,0.55632,1.10639,0.000740125,0.000740125,0.000740125
107,1805.99,0.91712,0.58989,1.11261,0.93462,0.82456,0.90274,0.69714,0.89466,0.55239,1.1016,0.00073765,0.00073765,0.00073765
108,1822.68,0.90617,0.58572,1.10457,0.94861,0.82382,0.90661,0.6895,0.89236,0.55311,1.10223,0.000735175,0.000735175,0.000735175
109,1839.49,0.90166,0.5729,1.09673,0.95683,0.8198,0.90684,0.69763,0.89678,0.54765,1.10494,0.0007327,0.0007327,0.0007327
110,1856.3,0.94997,0.60686,1.12525,0.94733,0.82759,0.90527,0.69393,0.90865,0.55696,1.11432,0.000730225,0.000730225,0.000730225
111,1872.82,0.91011,0.58159,1.10418,0.93505,0.83762,0.90764,0.69263,0.91407,0.54443,1.12236,0.00072775,0.00072775,0.00072775
112,1889.84,0.89162,0.57404,1.08287,0.94338,0.83574,0.90846,0.69644,0.90238,0.55259,1.11312,0.000725275,0.000725275,0.000725275
113,1906.6,0.89151,0.58551,1.08596,0.95031,0.82733,0.91237,0.7043,0.88832,0.53942,1.10201,0.0007228,0.0007228,0.0007228
114,1923.16,0.90075,0.57054,1.09115,0.93921,0.83302,0.91329,0.69789,0.90843,0.54822,1.11828,0.000720325,0.000720325,0.000720325
115,1939.73,0.92286,0.59003,1.10876,0.95158,0.82562,0.91055,0.69385,0.90565,0.55054,1.11494,0.00071785,0.00071785,0.00071785
116,1956.21,0.89815,0.57539,1.08793,0.93042,0.84013,0.91007,0.70056,0.89018,0.5508,1.10589,0.000715375,0.000715375,0.000715375
117,1972.97,0.90638,0.57646,1.08924,0.9467,0.82508,0.9078,0.69499,0.89075,0.54406,1.10584,0.0007129,0.0007129,0.0007129
118,1989.73,0.90831,0.5799,1.10232,0.94026,0.8289,0.90933,0.70145,0.89158,0.54257,1.10193,0.000710425,0.000710425,0.000710425
119,2006.37,0.91233,0.58399,1.09612,0.92903,0.83762,0.90758,0.69269,0.90364,0.55145,1.11061,0.00070795,0.00070795,0.00070795
120,2025.69,0.90608,0.57551,1.09449,0.93065,0.84136,0.90447,0.69393,0.89968,0.54978,1.11111,0.000705475,0.000705475,0.000705475
121,2042.03,0.89509,0.56082,1.09053,0.95502,0.81206,0.90387,0.69028,0.8985,0.55058,1.10393,0.000703,0.000703,0.000703
122,2058.73,0.90249,0.57563,1.10509,0.92167,0.84095,0.90416,0.69515,0.89269,0.55864,1.10705,0.000700525,0.000700525,0.000700525
123,2075.38,0.89708,0.57035,1.0905,0.95018,0.82509,0.9067,0.69545,0.91273,0.551,1.12484,0.00069805,0.00069805,0.00069805
124,2094.64,0.89259,0.57027,1.0889,0.9405,0.83245,0.90633,0.69623,0.90266,0.54071,1.11431,0.000695575,0.000695575,0.000695575
125,2111.56,0.88707,0.564,1.09336,0.94779,0.83081,0.90911,0.69554,0.90012,0.53423,1.11656,0.0006931,0.0006931,0.0006931
126,2128.27,0.90054,0.56744,1.09589,0.95074,0.8232,0.90633,0.69127,0.89903,0.53502,1.11322,0.000690625,0.000690625,0.000690625
127,2148.29,0.86972,0.56313,1.09021,0.93905,0.84075,0.90738,0.70023,0.8895,0.54648,1.1117,0.00068815,0.00068815,0.00068815
128,2164.84,0.91077,0.57079,1.08629,0.95217,0.83009,0.91097,0.70063,0.89419,0.53723,1.09925,0.000685675,0.000685675,0.000685675
129,2181.26,0.88135,0.57123,1.08147,0.94603,0.82947,0.90727,0.70083,0.88927,0.54387,1.10094,0.0006832,0.0006832,0.0006832
130,2197.81,0.90744,0.57236,1.09541,0.94869,0.83472,0.91133,0.70292,0.8804,0.53814,1.09544,0.000680725,0.000680725,0.000680725
131,2217.54,0.87731,0.55575,1.07744,0.94112,0.83178,0.90918,0.70062,0.88832,0.53769,1.09954,0.00067825,0.00067825,0.00067825
132,2234.3,0.87568,0.54995,1.08215,0.95165,0.82508,0.90777,0.69623,0.88816,0.53576,1.10432,0.000675775,0.000675775,0.000675775
133,2251.13,0.88573,0.55682,1.08793,0.94891,0.82947,0.90731,0.70251,0.89769,0.53476,1.11125,0.0006733,0.0006733,0.0006733
134,2270.69,0.87098,0.54728,1.07608,0.93237,0.85016,0.91036,0.70067,0.88496,0.52822,1.10159,0.000670825,0.000670825,0.000670825
135,2287.18,0.89292,0.57425,1.08298,0.93872,0.83762,0.90837,0.69885,0.9111,0.53625,1.11638,0.00066835,0.00066835,0.00066835
136,2303.88,0.88253,0.56416,1.08768,0.94184,0.83197,0.90713,0.69999,0.88667,0.53871,1.104,0.000665875,0.000665875,0.000665875
137,2321.09,0.88668,0.56491,1.09139,0.94267,0.83506,0.91365,0.70732,0.88826,0.52944,1.10314,0.0006634,0.0006634,0.0006634
138,2338.08,0.89934,0.57007,1.08659,0.94866,0.83405,0.91194,0.70098,0.88871,0.53002,1.10533,0.000660925,0.000660925,0.000660925
139,2354.65,0.88189,0.558,1.08198,0.94775,0.83197,0.9103,0.70189,0.88592,0.53268,1.10195,0.00065845,0.00065845,0.00065845
140,2371.6,0.86223,0.54009,1.08337,0.94725,0.83317,0.90717,0.69913,0.90054,0.53315,1.11084,0.000655975,0.000655975,0.000655975
141,2388.58,0.8819,0.55235,1.0719,0.94289,0.83849,0.9127,0.70601,0.88722,0.52627,1.10134,0.0006535,0.0006535,0.0006535
142,2405.69,0.87482,0.5498,1.07564,0.95105,0.8284,0.91035,0.70295,0.89174,0.52606,1.10563,0.000651025,0.000651025,0.000651025
143,2422.62,0.86588,0.54794,1.07607,0.95579,0.83135,0.91011,0.69641,0.89354,0.53477,1.10555,0.00064855,0.00064855,0.00064855
144,2439.37,0.86176,0.5438,1.0688,0.93324,0.85204,0.91359,0.69983,0.89506,0.52022,1.11196,0.000646075,0.000646075,0.000646075
145,2456.17,0.86671,0.54015,1.07182,0.93871,0.83824,0.91275,0.70787,0.87483,0.51897,1.09325,0.0006436,0.0006436,0.0006436
146,2472.95,0.87489,0.55006,1.07721,0.96027,0.81824,0.90963,0.70238,0.87743,0.52332,1.09832,0.000641125,0.000641125,0.000641125
147,2489.88,0.87445,0.55741,1.08081,0.94621,0.83448,0.91234,0.70662,0.87508,0.5168,1.09495,0.00063865,0.00063865,0.00063865
148,2506.65,0.86413,0.55605,1.08616,0.94211,0.83762,0.90839,0.69916,0.88289,0.53117,1.10095,0.000636175,0.000636175,0.000636175
149,2523.51,0.88936,0.55811,1.08476,0.94629,0.84451,0.91379,0.70495,0.87513,0.52381,1.09679,0.0006337,0.0006337,0.0006337
150,2540.51,0.87576,0.5556,1.0885,0.93323,0.84639,0.90995,0.70573,0.87798,0.52695,1.09306,0.000631225,0.000631225,0.000631225
151,2557.32,0.88174,0.55361,1.07319,0.95055,0.83574,0.91376,0.70818,0.87195,0.51692,1.0918,0.00062875,0.00062875,0.00062875
152,2574.05,0.85748,0.54705,1.07293,0.94059,0.84201,0.91064,0.70807,0.87398,0.51523,1.09487,0.000626275,0.000626275,0.000626275
153,2590.69,0.85782,0.54468,1.07204,0.95268,0.84013,0.91414,0.71142,0.8663,0.5162,1.08587,0.0006238,0.0006238,0.0006238
154,2607.57,0.87348,0.55572,1.08046,0.93772,0.84009,0.91009,0.70293,0.88188,0.53079,1.10254,0.000621325,0.000621325,0.000621325
155,2624.72,0.85891,0.53925,1.06775,0.94734,0.83511,0.91222,0.7063,0.87309,0.51731,1.09635,0.00061885,0.00061885,0.00061885
156,2641.58,0.88721,0.56137,1.08851,0.94937,0.83323,0.91419,0.70909,0.87163,0.51928,1.09102,0.000616375,0.000616375,0.000616375
157,2658.59,0.86919,0.54308,1.07487,0.943,0.84075,0.91394,0.70712,0.87394,0.51636,1.09463,0.0006139,0.0006139,0.0006139
158,2675.4,0.85442,0.53645,1.06925,0.94237,0.83072,0.90972,0.70855,0.87441,0.51729,1.09509,0.000611425,0.000611425,0.000611425
159,2692.5,0.84291,0.53083,1.06474,0.95435,0.82568,0.91236,0.70686,0.87291,0.5258,1.09091,0.00060895,0.00060895,0.00060895
160,2709.64,0.83328,0.52688,1.05583,0.93698,0.84514,0.91386,0.71233,0.87293,0.51733,1.0932,0.000606475,0.000606475,0.000606475
161,2726.2,0.85109,0.53207,1.06853,0.92681,0.84157,0.91379,0.71014,0.88024,0.51958,1.10012,0.000604,0.000604,0.000604
162,2742.99,0.86422,0.54594,1.06541,0.95257,0.84201,0.91465,0.71013,0.87218,0.51608,1.09157,0.000601525,0.000601525,0.000601525
163,2759.6,0.8537,0.53092,1.06306,0.94572,0.8395,0.91255,0.71114,0.87364,0.51367,1.09388,0.00059905,0.00059905,0.00059905
164,2775.94,0.85955,0.53937,1.06747,0.95841,0.82947,0.91099,0.70756,0.87874,0.51371,1.08996,0.000596575,0.000596575,0.000596575
165,2792.55,0.86976,0.53338,1.07234,0.94297,0.83135,0.91152,0.70944,0.87021,0.51612,1.08504,0.0005941,0.0005941,0.0005941
166,2811.98,0.85564,0.53527,1.07308,0.94844,0.83762,0.91295,0.70461,0.88665,0.51154,1.0966,0.000591625,0.000591625,0.000591625
167,2828.9,0.84219,0.52282,1.06845,0.94442,0.83762,0.91434,0.7148,0.86612,0.50329,1.08545,0.00058915,0.00058915,0.00058915
168,2845.46,0.8449,0.53724,1.05783,0.96583,0.833,0.91432,0.71159,0.87036,0.51361,1.08674,0.000586675,0.000586675,0.000586675
169,2865.72,0.85552,0.54417,1.06765,0.94856,0.83244,0.91333,0.70849,0.87184,0.51591,1.08823,0.0005842,0.0005842,0.0005842
170,2882.17,0.84148,0.52242,1.05753,0.93728,0.8489,0.9164,0.71412,0.8612,0.50278,1.08223,0.000581725,0.000581725,0.000581725
171,2898.78,0.86087,0.54448,1.06256,0.94604,0.83574,0.91547,0.70754,0.86798,0.51666,1.09367,0.00057925,0.00057925,0.00057925
172,2915.74,0.85626,0.53431,1.06845,0.94369,0.84055,0.91265,0.70899,0.87124,0.51628,1.0925,0.000576775,0.000576775,0.000576775
173,2935.07,0.85384,0.54083,1.07016,0.9577,0.82947,0.91497,0.71092,0.87735,0.51322,1.09691,0.0005743,0.0005743,0.0005743
174,2951.57,0.84465,0.53778,1.06477,0.94516,0.83824,0.91557,0.71034,0.87256,0.51021,1.08945,0.000571825,0.000571825,0.000571825
175,2968.28,0.83851,0.52995,1.06172,0.93633,0.83511,0.91288,0.70517,0.88048,0.51967,1.09956,0.00056935,0.00056935,0.00056935
176,2984.73,0.84385,0.5321,1.0625,0.94974,0.83197,0.9132,0.70988,0.87631,0.51606,1.09669,0.000566875,0.000566875,0.000566875
177,3001.23,0.83782,0.52317,1.06168,0.94423,0.83857,0.91325,0.71119,0.87087,0.516,1.09259,0.0005644,0.0005644,0.0005644
178,3018.35,0.83375,0.52233,1.05472,0.94566,0.84005,0.91461,0.71265,0.86597,0.50176,1.09068,0.000561925,0.000561925,0.000561925
179,3035.22,0.85656,0.5409,1.05832,0.96012,0.83009,0.91431,0.71218,0.87871,0.50986,1.09577,0.00055945,0.00055945,0.00055945
180,3051.74,0.82619,0.50986,1.04647,0.93264,0.85071,0.91583,0.71462,0.86388,0.50552,1.08733,0.000556975,0.000556975,0.000556975
181,3068.34,0.83515,0.5287,1.04674,0.95467,0.83197,0.91656,0.7118,0.86412,0.49901,1.09124,0.0005545,0.0005545,0.0005545
182,3084.81,0.82458,0.51367,1.04995,0.94903,0.84043,0.91932,0.71788,0.86557,0.49765,1.08923,0.000552025,0.000552025,0.000552025
183,3101.7,0.84911,0.52872,1.05726,0.94895,0.83511,0.91713,0.7178,0.86909,0.50401,1.08774,0.00054955,0.00054955,0.00054955
184,3118.38,0.83556,0.5482,1.04502,0.94287,0.84326,0.91811,0.71791,0.87063,0.50275,1.09593,0.000547075,0.000547075,0.000547075
