epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,5518.56,1.33845,0.87782,0.95829,0.74851,0.50535,0.58509,0.34753,1.33768,0.87927,0.96246,0.00052975,0.00052975,0.00052975
97,5575.11,1.33792,0.86352,0.95817,0.76837,0.50144,0.59064,0.35217,1.31923,0.86848,0.95855,0.0005248,0.0005248,0.0005248
98,5629.6,1.32478,0.86364,0.95734,0.75024,0.50144,0.58865,0.35135,1.32709,0.86809,0.96126,0.00051985,0.00051985,0.00051985
99,5685.07,1.32977,0.87453,0.95392,0.7454,0.50836,0.59171,0.35315,1.32171,0.86337,0.96142,0.0005149,0.0005149,0.0005149
100,5740.78,1.33752,0.86934,0.95564,0.75804,0.50432,0.58987,0.35149,1.32499,0.87236,0.95963,0.00050995,0.00050995,0.00050995
101,5795.96,1.33165,0.86341,0.95707,0.7624,0.5048,0.5893,0.35399,1.31594,0.86424,0.95718,0.000505,0.000505,0.000505
102,5851.22,1.34212,0.86949,0.9576,0.76136,0.49726,0.58558,0.35032,1.31101,0.868,0.95599,0.00050005,0.00050005,0.00050005
103,5906.92,1.31392,0.85077,0.94929,0.76436,0.50324,0.59186,0.35442,1.31113,0.86866,0.95345,0.0004951,0.0004951,0.0004951
104,5962.31,1.34181,0.8639,0.95888,0.7481,0.50566,0.59068,0.3546,1.32133,0.86484,0.9574,0.00049015,0.00049015,0.00049015
105,6017.93,1.32048,0.85362,0.95091,0.74898,0.51057,0.59237,0.35238,1.32852,0.87004,0.96097,0.0004852,0.0004852,0.0004852
106,6075.27,1.32761,0.86553,0.9538,0.75712,0.49976,0.58949,0.35286,1.32794,0.87152,0.95967,0.00048025,0.00048025,0.00048025
107,6131.54,1.31753,0.85526,0.95841,0.7425,0.50817,0.58911,0.35474,1.32336,0.86306,0.9585,0.0004753,0.0004753,0.0004753
108,6186.41,1.31275,0.85003,0.95668,0.73537,0.51465,0.59103,0.35354,1.30967,0.86686,0.95621,0.00047035,0.00047035,0.00047035
109,6243.49,1.32192,0.84998,0.95188,0.74853,0.50538,0.59258,0.35309,1.32196,0.86799,0.95865,0.0004654,0.0004654,0.0004654
110,6298.27,1.32385,0.85915,0.95169,0.73724,0.51008,0.5923,0.35824,1.30895,0.8616,0.95812,0.00046045,0.00046045,0.00046045
111,6354.48,1.3055,0.84302,0.95237,0.7742,0.50336,0.59305,0.35707,1.31347,0.85965,0.95545,0.0004555,0.0004555,0.0004555
112,6409.6,1.30554,0.84381,0.95191,0.77723,0.49616,0.59818,0.35874,1.29415,0.8468,0.95238,0.00045055,0.00045055,0.00045055
113,6465.39,1.31665,0.84761,0.95141,0.74807,0.50744,0.59369,0.35623,1.29399,0.85271,0.95277,0.0004456,0.0004456,0.0004456
114,6522.1,1.29649,0.82916,0.94727,0.75385,0.51297,0.59729,0.35743,1.31285,0.85668,0.95727,0.00044065,0.00044065,0.00044065
115,6577.3,1.31242,0.84422,0.94993,0.75391,0.50912,0.59591,0.35695,1.303,0.85523,0.95242,0.0004357,0.0004357,0.0004357
116,6633.22,1.30513,0.83913,0.94782,0.76495,0.506,0.59512,0.35745,1.31059,0.85272,0.95273,0.00043075,0.00043075,0.00043075
117,6689.08,1.30295,0.84336,0.94948,0.75912,0.50783,0.59697,0.35694,1.31325,0.857,0.95592,0.0004258,0.0004258,0.0004258
118,6745.19,1.30523,0.84652,0.95134,0.76942,0.50913,0.59819,0.35899,1.30388,0.86237,0.95436,0.00042085,0.00042085,0.00042085
119,6800.72,1.30581,0.83992,0.95082,0.74669,0.51464,0.59841,0.3583,1.30652,0.85903,0.95252,0.0004159,0.0004159,0.0004159
120,6856.2,1.32016,0.84905,0.95036,0.7622,0.50961,0.59742,0.36023,1.3067,0.86015,0.95348,0.00041095,0.00041095,0.00041095
121,6913.47,1.30594,0.84438,0.9533,0.77231,0.50342,0.59639,0.35877,1.30564,0.86207,0.95325,0.000406,0.000406,0.000406
122,6968.42,1.28812,0.82875,0.94863,0.76934,0.50944,0.59786,0.3604,1.30149,0.85063,0.95359,0.00040105,0.00040105,0.00040105
