epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
160,54691.5,1.04561,0.80684,1.26121,0.88253,0.65432,0.77241,0.5549,1.35252,1.08596,1.42102,0.00021295,0.00021295,0.00021295
161,54898,1.04086,0.80205,1.25216,0.88998,0.66212,0.77245,0.54968,1.36878,1.0875,1.44218,0.000208,0.000208,0.000208
162,55105.6,1.06248,0.83508,1.2835,0.93102,0.63589,0.77498,0.54589,1.38736,1.09231,1.45525,0.00020305,0.00020305,0.00020305
163,55315.3,1.06671,0.80282,1.25296,0.91293,0.63811,0.77336,0.54578,1.40402,1.1014,1.46128,0.0001981,0.0001981,0.0001981
164,55528.7,1.0535,0.78975,1.25176,0.91033,0.6498,0.77847,0.55754,1.35401,1.08114,1.43367,0.00019315,0.00019315,0.00019315
165,55738.7,1.02995,0.77977,1.23832,0.89594,0.65952,0.7749,0.54519,1.40191,1.08956,1.46455,0.0001882,0.0001882,0.0001882
166,55944.7,1.04643,0.79643,1.25775,0.91576,0.64848,0.77447,0.55312,1.3591,1.08401,1.43866,0.00018325,0.00018325,0.00018325
167,56151.4,1.03884,0.79892,1.24787,0.90147,0.6432,0.77071,0.55468,1.35029,1.07535,1.44314,0.0001783,0.0001783,0.0001783
168,56361.8,1.02273,0.75838,1.23139,0.89579,0.65373,0.77511,0.55184,1.35326,1.07707,1.43837,0.00017335,0.00017335,0.00017335
169,56583.7,1.0246,0.773,1.24044,0.88455,0.66737,0.78192,0.56234,1.34587,1.06948,1.43059,0.0001684,0.0001684,0.0001684
170,56815.4,1.05114,0.80297,1.25559,0.91207,0.65477,0.77624,0.55948,1.36516,1.08091,1.44226,0.00016345,0.00016345,0.00016345
171,57063.4,1.04168,0.78634,1.24532,0.89391,0.66313,0.77664,0.55201,1.37457,1.07859,1.44174,0.0001585,0.0001585,0.0001585
172,57310,1.043,0.79544,1.24877,0.92311,0.63799,0.77483,0.56039,1.36284,1.07834,1.44546,0.00015355,0.00015355,0.00015355
173,57559.4,1.01759,0.77607,1.23655,0.91514,0.65058,0.77811,0.55913,1.36378,1.07284,1.43982,0.0001486,0.0001486,0.0001486
174,57809.2,1.03384,0.78101,1.24758,0.88577,0.65908,0.77649,0.56292,1.34402,1.07169,1.42619,0.00014365,0.00014365,0.00014365
175,58058.4,1.02338,0.77919,1.25063,0.89804,0.65616,0.77928,0.56404,1.34549,1.06748,1.42887,0.0001387,0.0001387,0.0001387
176,58305.2,1.0227,0.7822,1.24527,0.89394,0.65687,0.77857,0.56221,1.3514,1.06382,1.4324,0.00013375,0.00013375,0.00013375
