epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,2167.8,0.77177,0.4956,0.95312,0.96293,0.84694,0.92383,0.72631,0.84521,0.49156,1.00269,0.00066835,0.00066835,0.00066835
136,2183.25,0.77006,0.48063,0.95742,0.95171,0.85204,0.92479,0.72973,0.85214,0.48429,1.00693,0.000665875,0.000665875,0.000665875
137,2204.74,0.77425,0.49151,0.95783,0.95259,0.85016,0.92529,0.72872,0.84247,0.47965,1.00294,0.0006634,0.0006634,0.0006634
138,2220.44,0.78435,0.49199,0.95565,0.94839,0.86407,0.92437,0.72348,0.84375,0.47636,1.0058,0.000660925,0.000660925,0.000660925
139,2236.13,0.77555,0.4878,0.95656,0.95049,0.85455,0.92342,0.72819,0.8331,0.47577,0.99455,0.00065845,0.00065845,0.00065845
140,2258.58,0.75254,0.47122,0.95544,0.9485,0.85768,0.92359,0.72424,0.8393,0.47639,0.99881,0.000655975,0.000655975,0.000655975
141,2274.21,0.77914,0.48113,0.95333,0.95517,0.85517,0.92426,0.72497,0.83618,0.48158,0.99919,0.0006535,0.0006535,0.0006535
142,2290.25,0.77235,0.48211,0.95621,0.95016,0.86062,0.92314,0.73008,0.82848,0.47637,1.00152,0.000651025,0.000651025,0.000651025
143,2305.86,0.7531,0.46945,0.95075,0.95369,0.85222,0.92452,0.72705,0.84117,0.48359,1.00494,0.00064855,0.00064855,0.00064855
144,2326.72,0.75342,0.46988,0.94738,0.95313,0.86019,0.9261,0.72995,0.84724,0.48101,1.01199,0.000646075,0.000646075,0.000646075
145,2341.99,0.76192,0.47075,0.95046,0.96771,0.84556,0.92338,0.7278,0.8336,0.48068,1.00106,0.0006436,0.0006436,0.0006436
146,2357.65,0.7724,0.47838,0.95466,0.94123,0.86361,0.92406,0.73267,0.83751,0.47754,1.00019,0.000641125,0.000641125,0.000641125
147,2380.11,0.76238,0.48254,0.95079,0.94791,0.85562,0.92405,0.73147,0.82961,0.48093,0.99802,0.00063865,0.00063865,0.00063865
148,2395.74,0.76059,0.48257,0.96131,0.94296,0.86034,0.92262,0.7258,0.83545,0.48701,0.99647,0.000636175,0.000636175,0.000636175
149,2411.3,0.76474,0.47774,0.95555,0.95135,0.84596,0.92386,0.72974,0.84117,0.48104,1.0041,0.0006337,0.0006337,0.0006337
150,2427.11,0.75864,0.47515,0.95673,0.9461,0.85392,0.92438,0.73046,0.84434,0.48256,1.00423,0.000631225,0.000631225,0.000631225
151,2442.86,0.77068,0.47599,0.95141,0.95528,0.85768,0.92672,0.73557,0.83042,0.47084,0.99898,0.00062875,0.00062875,0.00062875
152,2459.07,0.75712,0.47008,0.95171,0.94714,0.84639,0.92204,0.72729,0.83252,0.47857,1.00285,0.000626275,0.000626275,0.000626275
153,2474.85,0.76097,0.47523,0.9527,0.94829,0.85455,0.92618,0.73309,0.83101,0.47763,0.99614,0.0006238,0.0006238,0.0006238
154,2490.67,0.76545,0.48285,0.95749,0.95941,0.85517,0.92546,0.72933,0.83614,0.4775,1.00025,0.000621325,0.000621325,0.000621325
155,2506.44,0.75741,0.46738,0.95009,0.95351,0.8558,0.92337,0.72911,0.83816,0.48248,1.00639,0.00061885,0.00061885,0.00061885
156,2522.07,0.76672,0.47357,0.96377,0.96024,0.84802,0.92235,0.72723,0.84243,0.47898,1.00736,0.000616375,0.000616375,0.000616375
157,2537.97,0.75241,0.46901,0.9491,0.955,0.85162,0.92286,0.72509,0.8418,0.46899,1.0096,0.0006139,0.0006139,0.0006139
158,2553.67,0.74727,0.46872,0.94647,0.94208,0.87085,0.92354,0.72738,0.84725,0.47039,1.00309,0.000611425,0.000611425,0.000611425
159,2569.22,0.74372,0.46456,0.94712,0.95213,0.86144,0.9271,0.73049,0.844,0.48067,1.0045,0.00060895,0.00060895,0.00060895
160,2584.99,0.72694,0.45609,0.93832,0.94831,0.86019,0.9241,0.73118,0.84276,0.47499,1.00336,0.000606475,0.000606475,0.000606475
161,2600.78,0.73886,0.4573,0.94653,0.94681,0.85929,0.92552,0.73045,0.83768,0.47714,1.00506,0.000604,0.000604,0.000604
